"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",147.403284255461,-0.0424575577424063,0.230220768644326,-0.184421058067094,0.853683151189994,0.928189452200938
"MIR6859-1",1.02502461872738,-0.461002884339683,3.11346455179801,-0.148067490947811,0.88228950507028,NA
"LOC124903816",0,NA,NA,NA,NA,NA
"LOC124900384",0.0743601506188782,1.22851315827138,5.37537320951333,0.228544718736396,0.819222795332854,NA
"LOC729737",10.8250727464922,0.116441757225976,0.946845902193646,0.122978572285315,0.902124065991063,NA
"DDX11L17",0.360168939536723,0,5.39771667949505,0,1,NA
"WASH9P",73.8523376659972,0.0894175283515277,0.347493705563854,0.257321289335115,0.796930759141373,0.89833188764348
"MIR6859-2",0,NA,NA,NA,NA,NA
"LOC127239154",2.57957539330618,4.59897590415646,2.45230109880507,1.8753716280588,0.0607416155195494,NA
"LOC124903815",0.187974161441471,0,5.39771667955452,0,1,NA
"LOC124900618",0.155853289058809,0,5.39771667956517,0,1,NA
"LOC112268260",0.187974161441471,0,5.39771667955452,0,1,NA
"LOC100132287",0.0779266445294046,0,5.39771667961681,0,1,NA
"LOC105378947",2.03078912617336,0.851127269063628,2.26285701426581,0.376129496339289,0.70682062677292,NA
"MIR12136",10.7549774882189,0.109200118301645,0.866954074888655,0.125958365575097,0.899764881474465,NA
"LOC100288069",18.4412770413698,0.146102771136311,0.662172937512038,0.220641410815214,0.825371654416186,NA
"LINC01409",3.16249177085512,-0.50626569765018,1.73564217975952,-0.291687828029349,0.770525316546664,NA
"LOC124903817",6.88119341716823,-0.687908971069005,1.10430069381015,-0.622936284405946,0.53332639283453,NA
"FAM87B",6.39977476160974,-0.179637022480342,1.33143794775486,-0.134919560301894,0.892675474071589,NA
"LINC00115",15.2772458422915,-0.352255553003899,0.68522925546035,-0.514069634646944,0.60720330644475,NA
"LINC01128",624.286294023933,0.206933661875851,0.116086382342371,1.78258343227155,0.0746541387518038,0.216635401546946
"LOC284600",2.87653178578329,0.641072304912609,1.96520130930934,0.326212028190594,0.744263941554474,NA
"LINC02593",0,NA,NA,NA,NA,NA
"LOC107985728",0,NA,NA,NA,NA,NA
"SAMD11",3.31846024937623,-0.769893806129988,1.60973398590783,-0.478273933997731,0.632455246218307,NA
"NOC2L",6233.80682064818,-0.0138146055365144,0.0515758688618982,-0.267850175699511,0.788814646705149,0.89555525561205
"KLHL17",138.711070028802,0.0914245390114205,0.31488388336675,0.29034365949094,0.771553341182669,0.885492728753162
"PLEKHN1",23.4366350474624,-0.70551490335603,0.585489344940732,-1.20500041452923,0.228203141869765,0.45195635644198
"PERM1",0.332722711806195,-2.71956609702085,5.30770536409897,-0.512380757872478,0.608384555247467,NA
"HES4",438.159857216059,-0.788300753752218,0.150429389244678,-5.24033739490906,1.60283269820574e-07,3.08235658153047e-06
"ISG15",736.365047443891,-0.109278887738832,0.131450522631004,-0.831330949102343,0.405786695431797,0.631313374967265
"AGRN",7253.27711776135,-0.403391074962009,0.0671118401951072,-6.01072886377833,1.84691073714799e-09,5.00471432948147e-08
"LOC100288175",12.3972012428601,-0.521460067458776,0.766354677171162,-0.680442206451505,0.496224504157346,NA
"LOC105378948",0.789941677415493,0.915728530030102,3.86646820886552,0.236838499778792,0.812782082605922,NA
"C1orf159",414.641723964461,-0.275248240270075,0.140514494840634,-1.95886012031891,0.0501291704987063,0.160870820452264
"LOC124903820",1.62802363499853,-1.51771377539682,2.44381392833764,-0.621043098984714,0.534571266169708,NA
"LOC124903818",0.111078098174512,1.87419489977091,5.31541346923849,0.352596258149494,0.724391143215761,NA
"TNFRSF18",0.184160857211458,0,5.39771667955612,0,1,NA
"TNFRSF4",20.9151019882442,1.752899975764,0.731807753602837,2.3953011800355,0.0166067179459534,0.0694323000315997
"SDF4",11387.1275680295,0.0156351830530832,0.04112544908501,0.380182670364618,0.703809822229613,0.848388001865397
"B3GALT6",2054.50703412408,0.0640614195463332,0.0681273336835705,0.940318901131193,0.347054007223394,0.577410724785201
"C1QTNF12",6.44076358946688,-0.857820758831179,1.2010264573293,-0.714239685226168,0.475078981105047,NA
"UBE2J2",4515.31884680384,-0.0435578574656293,0.0503235344066642,-0.865556403762074,0.386733472061397,0.613028621111727
"LINC01786",3.68596550743658,0.719686478813231,1.52845118855243,0.470859968707824,0.637740736588192,NA
"SCNN1D",7.72030554728516,-0.125516734616157,0.976622809132889,-0.128521199220812,0.89773652279,NA
"ACAP3",582.191397911666,-0.112161663202977,0.120407165222659,-0.931519839334859,0.351584726987109,0.581774108391722
"SNORD167",0.176008082325265,0,5.39771667955973,0,1,NA
