"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",119.273367524877,0.055202042973329,0.258345612327043,0.213675171318365,0.830800374592423,0.920203374593925
"MIR6859-1",0.416866770933761,0,5.39771667951613,0,1,NA
"LOC124903816",0,NA,NA,NA,NA,NA
"LOC124900384",1.17731850011848,3.64490325061305,2.84755241377465,1.28001269896958,0.200540669782845,NA
"LOC729737",7.8895175941298,0.109574928384322,1.01127947274715,0.108352766309654,0.913715867491814,NA
"DDX11L17",0.423574920476432,-2.69167865600172,5.30884709360134,-0.507017551747903,0.612142503383095,NA
"WASH9P",66.5513602473561,0.364728585064053,0.381216977436141,0.956748011374047,0.338694458570135,0.569921595714339
"MIR6859-2",0.0695544956460373,0,5.39771667961507,0,1,NA
"LOC127239154",3.44484372592517,-1.13683532602422,1.81856354706359,-0.625128183098056,0.531886932088311,NA
"LOC124903815",0,NA,NA,NA,NA,NA
"LOC124900618",0,NA,NA,NA,NA,NA
"LOC112268260",0.178204608319896,-1.89951929699421,5.38405402916422,-0.352804649935706,0.724234897520773,NA
"LOC100132287",0.489499755188007,-1.20200225029216,4.68762562278691,-0.256420274786692,0.797626334057372,NA
"LOC105378947",1.23503275374435,-0.508387764756239,2.83811067829352,-0.179128942590047,0.857836456637891,NA
"MIR12136",10.0287261224594,0.387688163316651,0.876614854300012,0.442255982105419,0.658303979759414,NA
"LOC100288069",15.2031545628291,-0.648760708211287,0.819888451077311,-0.791279237265548,0.428781061671543,NA
"LINC01409",4.77156037255882,-0.837664232433506,1.70804662922695,-0.490422344507438,0.623835068343353,NA
"LOC124903817",6.63574446981821,-3.19099921795652,1.47054548213067,-2.1699425531083,0.0300111981492544,NA
"FAM87B",7.22309835758246,-0.156037029633898,1.09098835943643,-0.143023551336975,0.886271581128432,NA
"LINC00115",17.4751998725909,1.13186483242206,0.70644932400516,1.6021882872009,0.109113979357846,NA
"LINC01128",546.323257556285,-0.176199510695466,0.121163323473529,-1.4542314096721,0.145882159533857,0.335833163634062
"LOC284600",2.2041642538504,-0.91710651867344,1.87853143886221,-0.488203976628101,0.625405368121865,NA
"LINC02593",0,NA,NA,NA,NA,NA
"LOC107985728",0,NA,NA,NA,NA,NA
"SAMD11",5.07011689692061,0.586442053779553,1.2789614108291,0.458529904666463,0.646571782873307,NA
"NOC2L",5418.97845248431,0.0155427585055786,0.0507263566235216,0.306403998633947,0.759297064211954,0.884264434323056
"KLHL17",120.113777302555,-0.19095491001283,0.316301266378949,-0.603712126097068,0.546035050716024,0.742869803245889
"PLEKHN1",19.8150315920508,-0.687431159167463,0.701162212268589,-0.98041672403209,0.32688045776694,NA
"PERM1",0.870977986921531,3.01348891069209,4.13616242311784,0.728571221925207,0.466263987402026,NA
