"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",129.24891838295,0.634795065214341,0.256557934944073,2.4742757044436,0.0133506623108221,0.0551052044340554
"MIR6859-1",0.847643765498554,-1.54183958934827,4.12516868972218,-0.373764009503358,0.708579898204946,NA
"LOC124903816",0.46695477959822,0,5.39771667946655,0,1,NA
"LOC124900384",1.04221979190551,3.37340589137957,3.28711516741463,1.02625120191113,0.304773192342305,NA
"LOC729737",13.0381214812672,0.484245226754547,1.08357227482542,0.446897025703769,0.654949411596212,NA
"DDX11L17",0.304640781216948,0,5.39771667949676,0,1,NA
"WASH9P",66.3896118947967,0.098796027394346,0.448433141994285,0.220313839773254,0.825626742370621,0.916703881991974
"MIR6859-2",0,NA,NA,NA,NA,NA
"LOC127239154",1.96160829491322,-1.04010823362251,2.36955998047437,-0.438945729246444,0.660700860741402,NA
"LOC124903815",0,NA,NA,NA,NA,NA
"LOC124900618",0,NA,NA,NA,NA,NA
"LOC112268260",0.082914999460601,0,5.39771667961453,0,1,NA
"LOC100132287",0.138810782295746,0,5.39771667956139,0,1,NA
"LOC105378947",0.483403392938893,-2.55219024720577,4.88910445587498,-0.522015896825222,0.601659262320671,NA
"MIR12136",11.7000505493642,-0.136606870952636,0.860332024717609,-0.158783896249213,0.873839136769892,NA
"LOC100288069",21.4808274193058,-0.251297641034471,0.745597715936676,-0.337041860058238,0.736085344562009,0.869239124216605
"LINC01409",3.06561760462595,0.930965449204696,1.70117133074019,0.547249669908101,0.584207216298583,NA
"LOC124903817",3.97089332181405,-2.08230575529248,1.70583651980368,-1.22069479174483,0.222201600471305,NA
"FAM87B",4.49001024950938,-0.410545891227691,1.33298211586456,-0.307990547166055,0.758089525226175,NA
"LINC00115",12.2383770364949,-0.825024150771087,0.901167605049121,-0.915505779555976,0.359926169738443,NA
"LINC01128",564.644313780308,-0.226318115816081,0.123547823339375,-1.83182600631017,0.0669773473553633,0.190216785576071
"LOC284600",2.61101071101722,-1.09150578810806,2.06932299522083,-0.527469994113499,0.597867248261378,NA
"LINC02593",0.0742775776044249,0,5.39771667961723,0,1,NA
"LOC107985728",0.175508249770316,-2.48817376348374,5.30272672913653,-0.469225342089032,0.638908573123811,NA
"SAMD11",2.5953771314744,3.51014625338254,2.25660942126071,1.55549570090047,0.11982805766571,NA
"NOC2L",5324.2533168279,0.188275640826111,0.067622701405909,2.7842076242411,0.00536586737034766,0.0266198703035343
"KLHL17",135.617623218404,-0.0689600323420727,0.602191055944562,-0.114515205201622,0.908829393680906,0.957559437104676
"PLEKHN1",21.5289676858085,0.383923616623108,0.74570934131261,0.514843512550505,0.606662376401855,0.791992606980839
"PERM1",0.489908137904057,3.37406487982053,5.25082418564615,0.642578147835153,0.520497866144018,NA
"HES4",400.276215843372,-0.507518752015547,0.158881143752959,-3.19432967328506,0.00140155963225155,0.00858100309741403
