"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",119.273367524877,-0.121868867856349,0.261504557918846,-0.466029612738793,0.641194304217111,0.810969623280615
"MIR6859-1",0.416866770933761,0,5.39771667951613,0,1,NA
"LOC124903816",0,NA,NA,NA,NA,NA
"LOC124900384",1.17731850011848,2.19920459117155,2.96281275605913,0.742269178730263,0.457924261874252,NA
"LOC729737",7.8895175941298,0.390056880654395,1.00471652188626,0.388225805147604,0.697848938140511,NA
"DDX11L17",0.423574920476432,-2.59900726204304,5.30884709360134,-0.489561521780421,0.624444210196075,NA
"WASH9P",66.5513602473561,0.42466661702085,0.381643319869255,1.11273169190105,0.265823680147504,0.496203774314825
"MIR6859-2",0.0695544956460373,0,5.39771667961507,0,1,NA
"LOC127239154",3.44484372592517,-2.11477195073344,1.9646039076238,-1.07643680363604,0.281731950046759,NA
"LOC124903815",0,NA,NA,NA,NA,NA
"LOC124900618",0,NA,NA,NA,NA,NA
"LOC112268260",0.178204608319896,-1.80684790303553,5.38405402916422,-0.335592453799355,0.737178215313055,NA
"LOC100132287",0.489499755188007,-1.16976665674719,4.69466226929952,-0.249169501371124,0.80322966992055,NA
"LOC105378947",1.23503275374435,-0.390006218948121,2.83466924616961,-0.137584382895861,0.890568898781455,NA
"MIR12136",10.0287261224594,-0.348050024054819,0.912716907761708,-0.381334038073598,0.702955399590609,NA
"LOC100288069",15.2031545628291,0.215362322527205,0.794491915706629,0.271069243461917,0.786337776417918,NA
"LINC01409",4.77156037255882,-0.0325181436826118,1.66947399316751,-0.0194780774158181,0.984459725413716,NA
"LOC124903817",6.63574446981821,-0.793597066205862,1.16007107137927,-0.684093488567311,0.493916133314031,NA
"FAM87B",7.22309835758246,-0.714047229814507,1.12870747615154,-0.632623815205987,0.526979331291491,NA
"LINC00115",17.4751998725909,0.0385906864032148,0.746451889582472,0.0516988260620527,0.958768672657348,NA
"LINC01128",546.323257556285,-0.0941863157423142,0.12121949423351,-0.776989842581585,0.437164763092567,0.662671930831087
"LOC284600",2.2041642538504,-1.84551476396716,2.01593824085533,-0.91546195541394,0.359949166149094,NA
"LINC02593",0,NA,NA,NA,NA,NA
"LOC107985728",0,NA,NA,NA,NA,NA
"SAMD11",5.07011689692061,-2.03080615385964,1.58406548602779,-1.28202159050387,0.19983507249139,NA
"NOC2L",5418.97845248431,-0.0283253584371245,0.0508996879937293,-0.556493753765526,0.577873363284547,0.769138846556715
"KLHL17",120.113777302555,-0.408675914491012,0.319366344995463,-1.27964615212294,0.200669610572814,0.419177930595474
"PLEKHN1",19.8150315920508,-0.171942993191712,0.689793844847228,-0.24926721871488,0.803154086812833,0.907232304375183
"PERM1",0.870977986921531,0,4.31783393448635,0,1,NA
"HES4",466.357882790059,-0.423524697403161,0.136242748881719,-3.10860358352613,0.00187973741224139,0.0132889787291541
"ISG15",722.979792499073,0.431271475970532,0.132051440694892,3.26593540896683,0.00109103132349956,0.00850038917884082
"AGRN",5948.27888352889,-0.668735965917286,0.136518598214785,-4.89849716201423,9.6572433387957e-07,1.83501518751275e-05
"LOC100288175",9.62913956964215,0.438800085322077,1.04997778934511,0.41791368329397,0.676010227768929,NA
"LOC105378948",2.00043650789746,0.302564885047245,2.00590598614105,0.150837021843341,0.880104281157613,NA
"C1orf159",418.424198681383,-0.13999769303826,0.166689118231173,-0.839873019449919,0.400979586740503,0.63135406107811
